game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,artist,category,compilation,designer,expansion,family,publisher,average_rating,users_rated
1199,8,10,6,2,10,Hocus Focus,10,1998,"Scott Angle,Oliver Freudenreich","Action / Dexterity,Card Game,Children's Game,Deduction,Puzzle",,Reinhard Staupe,,12 Minute Games,"AMIGO Spiel + Freizeit GmbH,Gamewright,Nürnberger-Spielkarten-Verlag,Staupe Spiele",5.04518,56
1202,4,60,10,1,60,The Sorcerer's Cave,60,1978,,"Card Game,Exploration,Fantasy",,Terence Peter Donnelly,The Sorcerer's Cave Extension,,"Ariel,Gibsons Games,Philmar",6.37095,327
1203,7,45,10,3,45,Witch Trial,45,2001,Charles Dana Gibson,"Card Game,Negotiation",,James Ernest,,Witches,Cheapass Games,6.24219,617
1205,4,30,9,2,30,Luxor,30,2001,Chris Mitchell (I),Ancient,,Gunter Baars,,Ravensburger Sphinx series,Ravensburger Spieleverlag GmbH,6.02579,190
1206,6,45,10,2,45,Venture,45,1969,"Koechlin,M. Löffler,Rick Soued","Card Game,Economic",,Sid Sackson,,"3M Gamettes,Promotional Board Games,Sid Sackson Signature Series","3M,Avalon Hill,Eagle-Gryphon Games,F.X. Schmid,Schmidt Spiele",6.48042,607
1207,6,120,12,2,120,Big Deal,120,2001,Franz Vohwinkel,Economic,,"Tzvika Harpaz,Yoel Rotem,Roy Wagner,Gal Zuckerman",,,AMIGO Spiel + Freizeit GmbH,5.50273,110
1208,5,180,14,3,180,1851,180,1998,,Trains,,"Mark Derrick,Chris Lawson",,"18xx,Country: USA",Chris Lawson,6.86198,96
1209,7,300,12,4,300,Pax Britannica,300,1985,"Ted Koller,James Talbot","Negotiation,Political,Post-Napoleonic,Wargame",,Greg Costikyan,,"Admin: Better Description Needed!,Colonial Theme","Hobby Japan,Victory Games (I)",6.63579,651
1210,6,180,12,2,180,Cults Across America,180,1998,Jeff Tidball,"Horror,Wargame",,Jeff Tidball,,Cthulhu Mythos,Atlas Games,5.67327,361
1211,4,15,6,2,15,Up the River,15,1988,Michael Wollert,"Children's Game,Nautical,Racing,Space Exploration",,Manfred Ludwig,,Sports: Sailing,Ravensburger Spieleverlag GmbH,5.63715,181
1212,6,30,10,2,30,Nuclear Proliferation,30,1992,Scott Jackson,"Card Game,Modern Warfare,Negotiation,Political,Wargame",,Douglas Malewicki,"Nuclear War Bonus Pack #1,Nuclear War Booster Packs,Nuclear War: 250 Megatons,Nuclear War: Alliance,Nuclear War: Fold in Space,Nuclear War: Mad Scientist",Nuclear War,"Flying Buffalo, Inc. (FBI)",6.56077,702
1213,6,30,10,2,30,Nuclear Escalation,30,1983,Doug Chaffee,"Card Game,Modern Warfare,Negotiation,Political,Wargame",,"Douglas Malewicki,Michael Stackpole","Nuclear War Booster Packs,Nuclear War: 250 Megatons,Nuclear War: Alliance,Nuclear War: Fold in Space,Nuclear War: Mad Scientist",Nuclear War,"Flying Buffalo, Inc. (FBI)",6.59948,885
1215,9,10,5,2,10,Monkey Memory,10,2000,"Design Edge,Oliver Freudenreich","Card Game,Children's Game,Memory",,Reinhard Staupe,,Animals: Apes / Monkeys,"AMIGO Spiel + Freizeit GmbH,Playroom Entertainment,Staupe Spiele",5.57333,75
1216,6,30,4,2,30,Mystery Garden,30,1989,"Holly Hannon,Katrin Lindley","Card Game,Children's Game,Deduction,Educational,Farming,Memory",,Max J. Kobbert,,,"Bookmark Verlag,Ravensburger Spieleverlag GmbH",5.13985,133
1217,4,30,10,2,30,Secret Labyrinth,30,1998,"Joachim Krause,Wolfgang Scheit,Thomas Weiss","Children's Game,Fantasy,Maze,Puzzle,Racing",,Max J. Kobbert,,Ravensburger Labyrinth Games,Ravensburger Spieleverlag GmbH,4.73067,163
1218,4,15,5,2,15,Junior Labyrinth,15,1995,Paul Windle,"Children's Game,Fantasy,Maze,Racing",,Max J. Kobbert,,"Pixar Cars,Ravensburger Labyrinth Games","Agerex Oy,Ravensburger Spieleverlag GmbH",5.6651,394
1219,4,20,8,2,20,Labyrinth,20,1986,"Stephen Hillenburg,illuVision,Max J. Kobbert,Joachim Krause,Horst Laupheimer,Herbert Lentz,Sybille Ring,Wolfgang Scheit,vitamin-be.de,Thomas Weiss","Children's Game,Maze,Puzzle",,Max J. Kobbert,,"Movies: Avatar,Promotional Board Games,Ravensburger Labyrinth Games,TV Series: Spongebob Squarepants","AS Company,Discovery Toys,Elmark,Estrela,Grow Jogos e Brinquedos,MoBi,Otto Maier Verlag,Ravensburger Spieleverlag GmbH,Ronda",6.35745,6799
1225,6,60,12,3,50,Quest,60,1984,Tom Ring,"Adventure,Fantasy,Medieval",,"Kurt Feyerabend,Tom Ring",,Animals: Dragons,"Educa Sallent SA,Otto Maier Verlag,Ravensburger Spieleverlag GmbH",5.05537,121
1231,8,45,7,2,15,Bausack,45,1987,Olivia Schuff,Action / Dexterity,,Klaus Zoch,Bausack: Extension Kit,3D Games,"Competo / Marektoy,Giochi Uniti,Lord Carter,Milton Bradley,Vennerød Forlag AS,Zoch Verlag",6.88224,3290
1232,7,60,0,4,60,Saludos Amigos!,60,1996,Franz Vohwinkel,"Negotiation,Political",,Peter Lewe,,,Goldsieber Spiele,5.45704,71
1233,5,30,8,1,30,Facts in Five,30,1964,,"Party Game,Trivia,Word Game",,Richard Onanian,,"3M Bookshelf Series,Categories","3M,Advanced Ideas Co.,Avalon Hill,Schmidt Spiele,University Games",6.05311,714
1234,6,30,8,2,30,Once Upon a Time: The Storytelling Card Game,30,1993,"Florence Magnin,Sophie Mounier,Omar Rayyan,Franz Vohwinkel","Card Game,Humor,Party Game,Real-time",,"Richard Lambert,Andrew Rilstone,James Wallis","Es war einmal: Magische Märchen & Ritterliche Romanzen,Once Upon a Time: Animal Tales,Once Upon a Time: Dark Tales,Once Upon a Time: Enchanting Tales,Once Upon a Time: Fairy Tales,Once Upon a Time: Knightly Tales,Once Upon a Time: Seafaring Tales",Once Upon a Time,"AMIGO Spiel + Freizeit GmbH,Asmodee,Atlas Games,Edge Entertainment,Galakta,HaKubia,Halloween Concept,Hobby Base,Hobby World,Kaissa Chess & Games,Martínez Roca,Pegasus Spiele,Play Factory,Raven Distribution,REXhry,Swan Panasia Co., Ltd.,Truant Spiele,Unicorn (I)",6.47036,6204
1235,4,60,8,2,60,Yellowstone,60,1985,,"Animals,Farming",,"Ellsworth Boyd,Cathy Boyd,Rick Shipley",,"Animals: Bears,Animals: Coyote,Animals: Deer,Animals: Sheep",Avalon Hill,5.56595,195
1237,8,60,10,2,60,Autoscooter,60,1999,Christof Tisch,Bluffing,,Günter Cornett,,,Bambus Spieleverlag,6.18893,192
1240,8,10,6,2,10,"Right Turn, Left Turn",10,2000,Oliver Freudenreich,"Card Game,Educational,Puzzle",,Reinhard Staupe,,,"999 Games,AMIGO Spiel + Freizeit GmbH,Gigamic,Playroom Entertainment,Staupe Spiele",5.50161,124
1243,6,30,10,3,30,Split Second,30,1992,,"Action / Dexterity,Party Game,Real-time,Trivia",,(Uncredited),,,Parker Brothers,6.31571,140
1244,2,20,8,2,20,Meander,20,2001,Huib van Winkoop,"Abstract Strategy,Action / Dexterity",,"Justus van Oel,Huib van Winkoop",Meander Expansion Set,Marble Games,"Cremm,Speelstijl BV",6.1596,125
1245,4,20,7,2,10,Isis & Osiris,20,2001,Franz Vohwinkel,"Abstract Strategy,Memory",,Michael Schacht,,Country: Egypt,"999 Games,ABACUSSPIELE,Asmodee,Devir,Giochi Uniti,Goldsieber Spiele,Kaissa Chess & Games",5.8132,752
1246,7,300,12,1,90,Insecta,300,1995,Phil Eklund,"Animals,Educational,Fighting,Horror,Science Fiction","Insecta,Insecta: Desert Hive,Insecta","Phil Eklund,Neal Sofge","Insecta Expansion Kit,Insecta: Desert Hive,Insecta: Rainforest,Insecta: Trilobite",,"Fat Messiah Games,Sierra Madre Games",6.22444,133
1247,8,60,12,3,60,Gangland!,60,1996,Richard W. Bennett,"Card Game,Mafia",,Bruce Quade,,,Corglenburg Ltd.,5.66238,101
1249,4,30,10,2,30,Safari Jack,30,1998,,Abstract Strategy,,James Ernest,,"Hip Pocket Games,Safari",Cheapass Games,5.34699,266
1250,6,120,14,2,120,Hacker,120,1992,"John Dismukes,Heather Oliver,Jeffrey K. Starling","Card Game,Political",,Steve Jackson (I),Hacker II: The Dark Side,Hackers,Steve Jackson Games,5.87479,409
1251,6,240,12,2,240,New World,240,1990,"Dave Dobyski,Charles Kibler,George I. Parrish, Jr.","Exploration,Renaissance",,"Derek Carver,Don Greenwood",,Age of Discovery,Avalon Hill,6.03241,324
1252,4,30,12,2,30,Pyramidis,30,1988,,"Abstract Strategy,Ancient,Racing",,Roland Siegers,,Country: Egypt,"Flying Turtle Games,Iron Crown Enterprises,Otto Maier Verlag,Ravensburger Spieleverlag GmbH",5.88536,140
1253,6,45,8,2,45,Limits,45,2001,"Jessica R. E. Bethke,Oliver Freudenreich,Elisa Teague","Card Game,Memory",,Uwe Rosenberg,,Admin: Better Description Needed!,"AMIGO Spiel + Freizeit GmbH,Playroom Entertainment",5.97848,518
1254,8,60,12,2,60,Crack the Case,60,1993,,"Deduction,Party Game",,Robert R. Schoch,,,Milton Bradley,5.85426,427
1255,4,60,12,2,60,Vegas,60,1996,"Stephanie Delfmann,Alfons Kiefer",,,Reiner Knizia,,"Cities: Las Vegas (Nevada, USA)",Ravensburger Spieleverlag GmbH,4.97108,83
1256,4,45,8,2,45,Star Wars Episode I: Customizable Card Game,45,1999,,"Card Game,Movies / TV / Radio theme,Science Fiction",,(Uncredited),,Star Wars,Decipher,4.64051,136
1257,4,60,10,2,30,Starbase Jeff,60,1998,Jim Geldmacher,"Abstract Strategy,Card Game,Print & Play,Science Fiction",,"James Ernest,Jim Geldmacher",,,Cheapass Games,6.12359,379
1258,6,45,8,2,45,Phase 10,45,1982,(Uncredited),Card Game,,Kenneth Johnson,,"Phase 10,Ravensburger Kartenspiele,Rummy Games","Canada Games,Casper,Crown & Andrews Ltd.,Editrice Giochi,F.X. Schmid,Fundex,Global Partner,K & K International,Mattel,Modiano,Ravensburger Spieleverlag GmbH,Tactic,U.S. Games Systems, Inc.,Winning Moves UK Ltd.",5.10043,5015
1259,8,30,10,2,30,Pivot,30,1998,,Card Game,,André François,,,Wizards of the Coast,5.18493,73
1261,4,60,10,3,60,Medina,60,2001,"Mathias Dietze,Franz Vohwinkel","Abstract Strategy,City Building",,Stefan Dorra,,"Cities: Medina,Desert Theme,Middle Eastern Theme","999 Games,Giochi Rari,Hans im Glück Verlags-GmbH,Rio Grande Games",7.07534,2571
1262,3,240,12,2,240,Axis & Allies: Pacific,240,2001,Bill Concannon,"Wargame,World War II",,"Stephen Baker,Rob Daviau,Larry Harris, Jr.",,"Asian Theme,Axis & Allies",Avalon Hill (Hasbro),6.65389,1746
1263,6,30,8,2,30,Knatsch,30,2000,"Hans-Jörg Brehm,Christian Fiore,Michael Schacht","Card Game,Dice,Fighting,Medieval",,Michael Schacht,"Knatsch: Die kleinen Sonderkarten,Knatsch: Katalog Edition 1,Knatsch: Katalog Edition 2,Knatsch: Katalog Edition 3",Knights / Knatsch,"ABACUSSPIELE,Rio Grande Games",5.60681,890
1264,7,30,8,3,30,Der Schattendieb,30,2001,Reinhard Horst,"Bluffing,Card Game,Memory",,Jürgen P. Grunau,,,AMIGO Spiel + Freizeit GmbH,3.97857,56
1265,2,45,10,2,45,Mystery Rummy: Jekyll & Hyde,45,2001,"Jody Boginski-Barbessi,Christine Conrad,Virginijus Poshkus","Card Game,Murder/Mystery",,Mike Fitzgerald,,"Card Games: Draw and Discard Games,Mystery Novels,Mystery Rummy,Rummy Games","Eagle-Gryphon Games,Pegasus Spiele,U.S. Games Systems, Inc.",6.63297,1144
1267,4,30,8,2,30,Polar Dare!,30,1991,,"Animals,Children's Game,Racing",,Dan Glimne,,"Animals: Bears,Animals: Penguins",Milton Bradley,5.55349,103
1269,6,20,8,2,20,Skip-Bo,20,1967,,Card Game,,"Hazel ""Skip"" Bowman ",,"Shedding Games,Skip-Bo","AMIGO Spiel + Freizeit GmbH,Gibsons Games,International Games,Mattel,The Skip-bo Company,Tomy,Waddington's Games, Inc.",5.34671,3819
1270,2,60,9,2,60,Star Wars Customizable Card Game,60,1995,,"Card Game,Collectible Components,Movies / TV / Radio theme,Science Fiction",,"Tom Braunlich,Jerry Darcy,Chuck Kallenbach,Roland L. Tesh",,"CCGs (Collectible Card Games),Star Wars",Decipher,6.59633,1983
1271,5,30,10,3,30,Volltreffer,30,1999,,Card Game,,Günter Burkhardt,,,Berliner Spielkarten,6.62069,58
1275,6,90,10,2,90,221B Baker Street: The Master Detective Game,90,1975,Antler Productions,"Deduction,Murder/Mystery,Novel-based",,"Antler Productions,Jay Moriarty","221b Baker Street: The Master Detective Game – Set #2,221b Baker Street: The Master Detective Game – Set #3,221b Baker Street: The Master Detective Game – Set #4,221b Baker Street: The Master Detective Game – Set #5,221b Baker Street: The Master Detective Game – Set #6,221b Baker Street: The Master Detective Game – Set #7,221b Baker Street: The Master Detective Game – Set #8,221b Baker Street: The Master Detective Game – Set #9,Additional Sherlock Holmes Cases for 221B Baker Street, The Master Detective Game","Characters: Sherlock Holmes,Country: England,Mystery Novels","Gammon Games,Gibsons Games,Grow Jogos e Brinquedos,H. P. Gibson & Sons,John N. Hansen Co., Inc.,Ventura International",5.9552,1790
1278,6,45,12,2,45,Dutch InterCity,45,1999,,Trains,,Han Heidema,,Country: The Netherlands,Winsome Games,6.69719,89
1288,99,30,10,1,30,Jitters,30,1986,,Word Game,,(Uncredited),,Letter cube games,"Hasbro,Milton Bradley,Virgo",6.16197,142
1289,2,30,8,2,30,Smess: The Ninny's Chess,30,1970,,"Abstract Strategy,Medieval",,"Perry Grant,Reuben Klamer",,Chess Games,"Milton Bradley,Miro Company,Parker Brothers,Parker Spiele",5.58945,326
1291,2,20,10,2,20,Input,20,1984,,Abstract Strategy,,(Uncredited),,,Milton Bradley,5.57083,120
1293,8,10,8,1,10,Boggle,10,1972,(Uncredited),"Dice,Real-time,Word Game",,"Bill Cooke,Alan Turoff",,"Boggle,Letter cube games,Solitaire Games","Alga,Basic Fun, Inc.,Borras Plana S.A.,Brite Power International Ltd,Capiépa - Jeux Éducatifs,Carlit,Clipper,Editrice Giochi,Estrela,Grow Jogos e Brinquedos,Hasbro,Miro Company,Palet spil,Palitoy Ltd.,Parker Brothers,Stylus,Waddington's Games, Inc.",6.18441,5303
1295,2,30,8,2,30,Pente,30,1977,,Abstract Strategy,,"Tom Braunlich,Gary Gabrel",,"n in a row,Tube Games","(Self-Published),Clipper,Decipher,Estrela,Gabriel,MB Jeux,MB Spellen,Milton Bradley,Miro Company,Parker Brothers,Parker Spiele,Pente Games,Winning Moves France,Winning Moves Games (USA)",6.62038,2311
1297,4,90,12,2,90,Trivial Pursuit: Star Wars Classic Trilogy Collector's Edition,90,1998,(Uncredited),"Movies / TV / Radio theme,Party Game,Science Fiction,Trivia",,(Uncredited),,"Star Wars,Trivial Pursuit","Hasbro,Parker Brothers",5.56871,1233
1298,8,90,8,2,90,Monopoly: Star Wars,90,1997,,"Economic,Movies / TV / Radio theme,Negotiation,Science Fiction",,(Uncredited),,"Monopoly,Star Wars","Hasbro,Parker Brothers",4.96676,1459
1299,6,90,15,2,90,Trivial Pursuit: Genus IV,90,1996,,"Party Game,Trivia",,(Uncredited),,Trivial Pursuit,"Hasbro,Horn Abbot International,Parker Brothers",5.50904,855
1300,5,90,10,2,90,Im Zeichen des Kreuzes,90,2001,Elena Obermüller,"Medieval,Travel",,"Ronald Hofstätter,Philipp Hugelmann",,,Queen Games,5.93784,264
1301,2,45,10,2,45,Netrunner,45,1996,"Ash Arnett,Brian Booker,Armand Cabrera,Doug Chaffee,Robert Dixon,Kaja Foglio,Dan Frazier,Larry Friedman,Randy Gallegos,Daniel Gelon,James Higgens,Craig Hooper,Heather Hudson,Doug Keith,Mike Kimble,Tony Luke,Anson Maddocks,Ramon Mascarenas,Matt Milberger,Terese Nielsen,Margaret Organ-Kean,John Park,Mari Paz Pasicolan-Cabardo,Zak Plucinski,Mark Poole,Mike Raabe,John Ramirez,Doug Shuler,Larry Snelly,Greg Staples,Kevin Stein,Mark Tedin,Richard Thomas (I),Chris Vande Voort,Pete Venters,Todd Wade,Brian Wagner,Christina Wald,L. A. Williams,Matt Wilson,Ray Winninger","Card Game,Collectible Components,Science Fiction",,Richard Garfield,"Netrunner: Classic,Netrunner: Proteus","CCGs (Collectible Card Games),Cyberpunk,Hackers,Netrunner",Wizards of the Coast,7.46518,2111
1302,7,20,7,2,20,Cosmic Wimpout,20,1975,,Dice,,"Boston Logical Society,W. W. Swilling",,"Dice 10,000 games,Tube Games","(Self-Published),C3, Inc.,Koplow Games",5.91929,940
1304,5,60,12,2,60,Credo,60,1993,"Cyrille Daujean,Petra Pino,Sam Shirley,Gahan Wilson","Card Game,Religious",,C. V. Gidlow,,Ancient Rome,"Chaosium,MultiSim",5.76051,214
1305,5,45,8,3,45,Ulysses,45,2001,Studio Tapiro,"Card Game,Exploration,Racing",,"Andrea Angiolino,Pier Giorgio Paglia",,,Winning Moves Germany,6.13433,134
1306,4,45,8,2,45,Krakatoa,45,1983,Andrew Long,"Action / Dexterity,Dice",,Joli Quentin Kansil,,"Crowdfunding: Kickstarter,The E•G•G Series","Eagle-Gryphon Games,Xanadu Leisure, Ltd.",5.5972,107
1307,4,10,5,2,10,Haunted Castle,10,1999,Joachim Krause,"Deduction,Horror,Puzzle",,Lucien Geelhoed,,,Ravensburger Spieleverlag GmbH,5.8125,76
1308,5,20,10,2,20,Confusion,20,2000,Mehler & Partner,"Action / Dexterity,Dice,Puzzle",,Holger Martin,,Ravensburger Würfelspiele series,"F.X. Schmid,Ravensburger Spieleverlag GmbH",5.3648,367
1309,4,60,10,2,60,Die Magier von Pangea,60,2001,Elena Obermüller,"Economic,Fantasy",,Ralf Burkert,,Admin: Better Description Needed!,Queen Games,6.22639,625
1310,5,30,8,2,30,Auf Achse: Das Kartenspiel,30,1995,"Harald Lieske,Wollinsky",Card Game,,Wolfgang Kramer,,Auf Achse,F.X. Schmid,5.86988,83
1312,6,45,8,2,45,Nur Peanuts!,45,2001,Franz Vohwinkel,Economic,,Heinz Meister,,,Goldsieber Spiele,6.06705,220
1313,6,210,14,2,210,1826,210,2000,,Trains,,David G. D. Hecht,,"18xx,Country: Belgium,Country: France","Chris Lawson,Deep Thought Games, LLC",7.4528,125
1314,5,45,8,3,45,Warhamster Rally,45,2001,John Kovalic,"Fantasy,Racing",,Frank Branham,,Dork Tower,Jolly Roger Games,5.77646,229
1315,5,60,10,2,60,Africa,60,2001,Franz Vohwinkel,Exploration,,Reiner Knizia,,"Cities: Lagos,Continent: Africa","999 Games,Goldsieber Spiele,Rio Grande Games",6.00737,1203
1317,4,30,10,3,30,Auf falscher Fährte,30,2001,,Card Game,,Jürgen Kraul,,,Berliner Spielkarten,6.50103,97
1319,5,30,8,2,30,Magic Hill,30,2001,"Graham Howells,Walter Pepperle,Foto Rhomberg","Card Game,Children's Game,Fantasy,Racing",,Rüdiger Dorn,,3D Games,Ravensburger Spieleverlag GmbH,6.02421,254
1321,8,15,5,2,15,Catch the Match,15,1995,"Design Edge,Oliver Freudenreich","Action / Dexterity,Card Game,Children's Game,Puzzle",,Reinhard Staupe,,,"AMIGO Spiel + Freizeit GmbH,F.X. Schmid,Gigamic,Kärnan,MINDOK,Playroom Entertainment,Staupe Spiele,Swan Panasia Co., Ltd.,Tactic",6.19085,153
1322,4,45,6,2,45,Chip-Chip Hurra,45,2001,"Gabriela Hueck-Silveira,Gabriela Silveira","Action / Dexterity,Children's Game",,Klaus Teuber,,,"Kärnan,Klee,Tilsit",5.4181,105
1323,2,240,12,2,120,Cry Havoc,240,1981,"Gary Chalk,Peter Dennis","Medieval,Wargame",,"Gary Chalk,Tony Webster","Croisades,Cry Havoc Scenario Book 1,Cry Havoc Scenario Book 2,Siege",Cry Havoc System,"Eurogames,Jeux Rexton,Standard Games and Publications, Ltd.",6.75119,583
1324,5,45,10,2,45,Café International: Das Kartenspiel,45,2001,Oliver Freudenreich,Card Game,,"Rudi Hoffmann,Roland Siegers",,Café International,"AMIGO Spiel + Freizeit GmbH,Kaissa Chess & Games,Midgaard Games",5.72467,703
1325,5,30,6,2,30,Wild Pirates,30,1989,Tilman Michalski,"Card Game,Nautical,Pirates,Racing",,Jürgen P. Grunau,,,"Bookmark Verlag,Espenlaub,Georg Appl,Ravensburger Spieleverlag GmbH",5.73133,83
1326,4,30,8,2,30,MacGregor,30,1998,Dominique Ehrhard,"Adventure,Children's Game,Horror,Maze",,Dominique Ehrhard,,"5x5 grid,Ghosts","Nathan,Ravensburger Spieleverlag GmbH",4.97427,206
1329,2,45,10,2,45,Hyle,45,1979,Franz-Josef Schulte,Abstract Strategy,,Eric Solomon,,5x5 grid,"franjos Spieleverlag,Selchow & Righter,Skirrid Company of Great Britain, Ltd.,Thinx Games",6.72962,157
1330,4,20,7,2,20,Savannah Café,20,2001,François Bruel,"Animals,Bluffing,Card Game,Deduction,Racing",,"Sylvie Barc,Frédéric Bloch,Philippe des Pallières",,"Animals: Deer,Animals: Hippopotamus,Animals: Lions,Country: Kenya","Descartes Editeur,Eurogames,Morapiaf",5.5092,377
1331,4,30,8,2,30,Showdown Yahtzee,30,1991,,Dice,,(Uncredited),,"Yacht,Yahtzee","MB Spiele,Milton Bradley",5.76939,147
1333,6,20,7,2,20,Boom-O,20,2000,,"Card Game,Number",,(Uncredited),,UNO,Mattel,5.29886,516
1334,4,90,10,2,90,Entdecker: Exploring New Horizons,90,2001,"Andreas Steiner,Stephen Graham Walsh","Exploration,Nautical",,Klaus Teuber,,,"Competo / Marektoy,KOSMOS,Laser plus,Mayfair Games,Tilsit",6.56825,1743
1335,4,45,10,3,45,Gnadenlos!,45,2001,Franz Vohwinkel,American West,,Klaus Teuber,,Spiele für viele,KOSMOS,5.96579,309
1336,4,60,10,3,60,Eden,60,2001,Bernd Wagenfeld,"Farming,Prehistoric",,Gal Zuckerman,,Spiele für viele,KOSMOS,5.62706,170
1337,2,20,8,2,20,Traboulet,20,1997,,Abstract Strategy,,Serge Cahu,,Marble Games,"Fun Connection,Patch Products",6.2752,123
1338,6,90,12,2,90,Volldampf,90,2001,Grafik Studio Krüger,Trains,,Martin Wallace,,Admin: Better Description Needed!,"TM Spiele,Winsome Games",6.86536,561
1339,8,30,8,1,30,Dungeon!,30,1975,"Daniel Gelon,Keith Hill,Richard Hill,James Holloway,Larry Kessling,Michael Komarck,Tracy Lesch,Victoria Maderna,Erol Otus,Harry Quinn,Jim Roslof,Stephen Sullivan,Franz Vohwinkel","Adventure,Exploration,Fantasy,Fighting",,"Chris Dupuis,Michael Gray,Gary Gygax,Larry Kessling,David R. Megarry,S. Schwab,Steve Winter",,"Animals: Dragons,Dungeons & Dragons","ASS Altenburger Spielkarten,Jedko Games,Novedades Montecarlo,Parker Brothers,TSR,Wizards of the Coast",5.93881,2710
1341,6,90,12,2,90,Crib Wars,90,1997,,Card Game,,"Norm W. Ackland,Robert J. Prettie",,Cribbage,Crib Wars International Corp.,5.96508,63
1345,5,120,12,2,60,Genoa,120,2001,"David Cochard,Franz Vohwinkel","Negotiation,Renaissance",,Rüdiger Dorn,,"Alea Big Box,Filosofia Reprints","alea,Ravensburger Spieleverlag GmbH,Asmodee,Competo / Marektoy,Filosofia Éditions,Lacerta,Quined White Goblin Games,Rio Grande Games",7.14709,5456
1346,4,30,12,3,30,Crazy Race,30,2001,"Design/Main,Michael Schacht","Bluffing,Racing,Trains",,Michael Schacht,,,Spiele aus Timbuktu,5.78099,142
1348,6,120,8,2,120,Web of Gold,120,1987,Chantry House Studios Limited,"Adventure,Exploration,Maze",,Nik Sewell,,3D Games,"Parker Brothers,Three Wishes,TSR",5.73199,146
1350,6,60,12,3,60,Das Amulett,60,2001,Franz Vohwinkel,Fantasy,,"Alan R. Moon,Aaron Weissblum",,,Goldsieber Spiele,6.47104,672
1352,4,60,12,3,60,Bali,60,2001,Claus Stephan,Card Game,,Uwe Rosenberg,,Spiele für viele,KOSMOS,6.0879,219
1353,18,90,12,4,90,Time's Up!,90,1999,John Vetter,"Humor,Party Game",,Peter Sarrett,"Time's Up de Troy,Time's Up! Expansion set #1,Time's Up! Expansion set #2,Time's Up! Game Geek Expansion,Time's Up! Limited Edition Expansion","Mensa Select,Time's Up!","Asmodee,Competo / Marektoy,Hobby World,Morapiaf,Piatnik,Pro Ludo,R&R Games,REBEL.pl,Repos Production,Tíkallinn",7.35715,3923
