game_id,max_players,max_playtime,min_age,min_players,min_playtime,name,playing_time,year_published,artist,category,compilation,designer,expansion,family,publisher,average_rating,users_rated
938,6,60,6,2,30,Enchanted Forest,60,1981,"Büttner und Plümacher,Dynamo Limited,Walter Pepperle,Wolfgang Scheit,Ulrike Schneiders,Paul Windle","Adventure,Card Game,Children's Game,Deduction,Fantasy,Memory,Movies / TV / Radio theme",,"Michel Matschoss,Alex Randolph",,"Characters: Cinderella,Characters: Little Red Riding Hood,De Efteling,Rapunzel","Fisher Price,Grow Jogos e Brinquedos,Ravensburger Spieleverlag GmbH",5.73325,1756
939,4,120,12,2,120,Star Wars: The Queen's Gambit,120,2000,Clark Mitchell (I),"Fighting,Miniatures,Movies / TV / Radio theme,Science Fiction,Wargame",,"Rob Daviau,Alan Roach,Craig Van Ness",,"3D Games,Star Wars","Avalon Hill (Hasbro),Hasbro",7.5559,1874
940,5,45,12,3,45,Karawane,45,1990,Uwe Schildmeier,"Arabian,Racing",,"Andreas Bartl,Andreas Bernabe,Norbert Grill",,"Animals: Camels,Desert Theme","Otto Maier Verlag,Ravensburger Spieleverlag GmbH",6.16548,126
941,4,30,8,2,30,Turbo Taxi,30,2000,"Lars-Arne ""Maura"" Kalusky,Claus Stephan","Puzzle,Real-time",,Friedemann Friese,,Queen Small Box,"Queen Games,2F-Spiele,Piatnik",6.05163,1008
943,4,10,8,2,10,Ligretto,10,1988,Michael Michaels,"Card Game,Real-time",,Michael Michaels,,Ligretto,"ADC Blackfire Entertainment,Lifestyle Boardgames Ltd,Playroom Entertainment,Rosengarten,Schmidt Spiele,Tactic",6.20476,2336
944,6,60,10,2,60,Mag·Blast,60,1998,"Bill Heagy,John Kovalic,Manchu,Scott Nicely,Brian Schomburg,B. Swansson","Adventure,Card Game,Fighting,Humor,Science Fiction",,"Christian T. Petersen,Anders M. Petersen",,,"Fantasy Flight Games,Tilsit",5.93727,341
947,4,20,12,3,20,Trivia for Dummies,20,1998,,"Card Game,Party Game,Real-time,Trivia",,(Uncredited),,Games for Dummies,"Popular de Juguetes,Pressman Toy Corp.",5.22222,54
948,2,10,5,2,10,Dao,10,1999,,Abstract Strategy,,"Jeff Pickering,Ben VanBuskirk",,"Combinatorial,Mensa Select,Tube Games","Ajax Games,Family Games, Inc.,Gigamic,Playdao.com,Reveal Entertainment, Inc.",5.31189,185
949,4,30,12,2,30,Twixt,30,1964,(Uncredited),Abstract Strategy,,Alex Randolph,,"3M Bookshelf Series,Connection Games","3M,Alga,Avalon Hill,Dujardin,Felsberger,Klee,KOSMOS,rhön-plastik,Schmidt Spiele,Selecta Spel en Hobby",6.58231,2004
950,4,30,12,3,30,Four Dragons,30,2000,"José Guadalupe Posada,Jacob Walker,Sandi West","Card Game,Deduction,Horror",,"Frank Branham,Sandi West",,Asian Theme,"Jolly Roger Games,Sacred Chao Games,Ultra PRO",6.62681,393
951,4,150,10,2,150,Football Strategy,150,1959,,"Bluffing,Sports",,Thomas N. Shaw,,"Sports: American Football / Gridiron,Tube Games","Avalon Hill,Strategy Game Company",6.38247,376
954,6,60,12,2,60,Pony Express,60,1991,,"American West,Racing",,Alan R. Moon,,Sports: Horse Racing,ABACUSSPIELE,5.26212,118
955,9,60,10,2,60,Super Giant Monster Showdown,60,1999,,"Card Game,Children's Game,Fighting,Science Fiction",,Alex Strang,"Super Giant Monster Showdown: Cybernetic Attachments,Super Giant Monster Showdown: Destroy Tokyo Tower","Kaiju,Monsters",Cybergecko,6.00191,87
956,4,240,12,2,240,Azteca,240,2000,"Greg Cervall,Alberto Varanda","City Building,Civilization,Economic",,Pascal Bernard,,Country: Mexico,"Clash of Arms Games,Tilsit,Truant Spiele",5.94348,137
958,4,45,12,2,45,Orcz,45,2000,"Louis Frank,Fredd Gorham,Ian Hoegfelt,Chad Jasper,Christian T. Petersen,Ben Prenevost,Brian Schomburg","Bluffing,Fantasy,Fighting",,"Greg Benage,Christian T. Petersen",,,"Fantasy Flight Games,Zvezda",5.44886,263
959,2,60,12,1,60,Luftschiff,60,1996,Phil Eklund,"Aviation / Flight,Wargame,World War I",,Phil Eklund,"Riesenflugzeugabteilungen,ZRCV: Flying Flat-Top","Solitaire Games,Solitaire Wargames",Sierra Madre Games,7.04308,65
963,4,60,8,2,45,The Gardens of the Alhambra,60,1993,"Christian Bohr,Jo Hartwig",Abstract Strategy,Alhambra: Big Box Special Edition,Dirk Henn,,"Alhambra,Cities: Granada","Queen Games,db-Spiele",6.1408,1156
964,5,30,8,2,30,Kapitän Wackelpudding,30,1994,,"Action / Dexterity,Children's Game,Nautical,Party Game",,"Sean McGuire,Thomas McGuire",,,"Peri Spiele,Perner Produktions GmbH",6.23491,185
965,8,60,12,4,60,Ben Hurt,60,1996,James Ernest,"Ancient,Dice,Racing",,James Ernest,,Ancient Rome,"Cheapass Games,Truant Spiele",5.62823,271
979,4,30,8,2,30,The Powerpuff Girls: Saving the World Before Bedtime,30,2000,,"Card Game,Children's Game,Movies / TV / Radio theme",,Craig Van Ness,,TV Series: The Powerpuff Girls,"Hasbro,Milton Bradley",5.96602,181
980,2,60,12,1,60,Al Cabohne,60,2000,Björn Pertoft,"Card Game,Mafia",Bohnanza: Ladies & Gangsters,Uwe Rosenberg,"High Bohn,High Bohn: Bohnenduell um 12 Uhr mittags",Bohnanza,"999 Games,AMIGO Spiel + Freizeit GmbH",5.96925,987
982,6,150,12,2,150,Amoeba Wars,150,1981,"Jean Baer,Dale Sheaffer,Mick (Mike) Uhl,Mark Wheatley,Chris White (I)","Science Fiction,Wargame",,"Willis P. Carpenter,Garrett J. Donner,Michael S. Steer",,,Avalon Hill,6.00418,467
983,2,10,5,1,10,Tangoes,10,1980,,"Puzzle,Real-time",,Maurice Kanbar,Tangoes: Card Set 3,Tangram Games,"Rex Games,Smart Toys and Games, Inc.",5.74357,319
984,10,30,10,3,30,Name Burst,30,1992,,"Party Game,Trivia",,Brian Hersch,,,"Golden,Hersch and Company",6.1629,62
986,2,60,12,2,45,Babel,60,2000,"Chris Quilliams,Claus Schobig","Ancient,Card Game,City Building",,"Hagen Dorgathen,Uwe Rosenberg",,Kosmos two-player series,"999 Games,Filosofia Éditions,KOSMOS,Rio Grande Games,Tilsit,White Goblin Games,Z-Man Games",6.70869,3212
987,7,240,12,2,240,Kingmaker,240,1974,"Don Greenwood,W. Scott Moores,Philmar Limited,Randall C. Reed,Thomas N. Shaw,Mick (Mike) Uhl","Medieval,Political,Renaissance,Wargame",,Andrew McNeil,Kingmaker Variant Event Cards,"Cities: Canterbury,Country: England,Wars of the Roses","Ariel,Avalon Hill,Gibsons Games,TM Games",6.44855,2507
988,4,30,7,2,30,Zapp Zerapp,30,2000,Doris Matthäus,"Action / Dexterity,Children's Game,Racing,Real-time",,"Heinz Meister,Klaus Zoch",,Pachisi-Ludo,"Gigamic,Playmix,Zoch Verlag",6.12003,393
993,5,60,12,2,60,An den Ufern des Nils,60,1994,Christian Schütte,Farming,,"Hanno Kuhn,Wilfried Kuhn",,Rivers: Nile,ABACUSSPIELE,6.35306,196
997,4,45,12,3,30,Canaletto,45,1995,Ralf Schaffrath,,,Günter Cornett,,"Cities: Venice,Country: Italy",Hans im Glück Verlags-GmbH,5.36444,90
999,6,0,6,3,0,Panda Monium,0,1994,"Dave Clegg,Oliver Freudenreich,Wesly Gibs,Johannes Saurer","Action / Dexterity,Card Game,Children's Game,Movies / TV / Radio theme,Real-time",,Hajo Bücken,,"Animals: Bears,Animals: Pandas,Animals: Rabbits","AMIGO Spiel + Freizeit GmbH,Gamewright,Heye Verlag,Kanga Games",5.38559,111
1001,4,30,8,2,30,Vendetta,30,1988,,"Mafia,Racing",,Carlo Monticolombi,,"Admin: Better Description Needed!,Cities: Chicago (Illinois, USA),Country: USA","Borras Plana S.A.,Elfin Design,El Greco,Parker Brothers",5.00896,173
1002,3,60,10,3,60,Cosmic Eidex,60,1998,Res Brandenberger,Card Game,,Urs Hostettler,,Jass,"ABACUSSPIELE,Fata Morgana Spiele",6.89194,427
1003,5,90,12,3,90,Das Regeln Wir Schon,90,1994,Franz Vohwinkel,,,Karl-Heinz Schmiel,,,Moskito Spiele,6.40192,52
1004,4,30,10,2,30,Der Feuersalamander,30,1988,Johann Rüttinger,"Deduction,Fantasy,Memory",,Johann Rüttinger,,Noris' Fantasy trilogy,"Dourios,Noris Spiele",5.81419,74
1006,6,90,12,2,90,Die Erbraffer,90,1994,,,,"Nik Sewell,Jeremy Shaw",,,Ravensburger Spieleverlag GmbH,5.37021,94
1007,6,75,10,3,75,Die Hanse,75,1993,Tom Schoeps,"Medieval,Nautical,Negotiation",,Tom Schoeps,,,Laurin Verlag,5.7234,156
1008,4,30,8,2,30,Die Schlangen von Delhi,30,1994,Klaus Albrecht,,,Manfred Franz,,Animals: Snakes,Blatz,5.58281,64
1011,6,30,12,2,30,Dream Team,30,1997,Andreas Steiner,"Card Game,Dice,Fantasy,Sports",,Hartmut Witt,,Fantasy Sports,ABACUSSPIELE,4.96364,66
1012,3,60,10,3,60,Die Magier,60,1985,Johann Rüttinger,Fantasy,,"Johann Rüttinger,Michael Rüttinger",,Noris' Fantasy trilogy,"Dourios,Noris Spiele",5.69252,107
1013,4,60,10,2,60,Energie Poker,60,1980,,Economic,,Jürgen Herz,,,ASS Altenburger Spielkarten,6.68462,65
1014,6,120,10,3,120,Fief 2,120,1989,,"City Building,Economic,Medieval,Negotiation,Political",,"Philippe Mouchebeuf,Duccio Vitale",,,Eurogames,6.91016,128
1017,5,60,12,2,60,Fresh Fish,60,1997,"Angela Gaalema,Wolfgang Lock",City Building,,Friedemann Friese,,"Admin: Better Description Needed!,Animals: Fishes","2F-Spiele,Plenary Games",6.66109,848
1028,5,30,8,3,30,Kraut & Rüben,30,1998,Grafik Studio Krüger,Farming,,Gerd Fenchel,,,KOSMOS,5.98981,108
1031,4,90,10,3,90,TV Wars,90,1987,"Charles Kibler,George I. Parrish, Jr.,Chris White (I)","Economic,Movies / TV / Radio theme",,Bruce Nash,,,Avalon Hill,5.5081,253
1032,2,20,12,1,20,B-17: Queen of the Skies,20,1981,"Joe DeMarco,Dale Sheaffer","Aviation / Flight,Wargame,World War II",,"Glen Frank,Bruce Shelley",,"Campaign Games,Solitaire Games,Solitaire Wargames","Avalon Hill,On Target Games",6.9437,1626
1035,2,60,14,2,60,Squad Leader,60,1977,"Richard Hamblen,Rodger B. MacGowan,W. Scott Moores","Wargame,World War II",,John Hill (I),"Blood & Sand: Pacific Variant for Squad Leader,Crescendo of Doom,Cross of Iron,G.I. Anvil of Victory,G.I. Anvil of Victory Scenarios 91: 100,Rogue Scenarios,Scenario 100's,Scenario 200's,Scenario 300's,Squad Leader Scenarios 81-90",Squad Leader Series,"Arsenal Publishing, Inc.,Avalon Hill,Wydawnictwo Gołębiewski",7.4724,2677
1036,6,45,10,3,45,Speculation,45,1992,Harald Lieske,Economic,,Dirk Henn,"Speculation Queenie 1: New Action and Movement Tiles,Speculation Queenie 2: 7th and 8th Players,Speculation Queenie 3: Action and Movement Dice","Crowdfunding: Kickstarter,Queen Yellow Wave Box Series","db-Spiele,Queen Games",6.77361,569
1037,6,45,10,2,45,Deadlands: Doomtown,45,1998,"Melissa Benson,Edward Fetterman,Dan Frazier,Anthony Grabski,Paul Herbert,Heather Hudson,Todd Lockwood,William O'Connor,Paolo Parente,Bryon Wackwitz","American West,Card Game,City Building,Collectible Components,Fantasy,Fighting,Horror",,Dave Williams (II),Saints & Sinners,"CCGs (Collectible Card Games),From RPG books to board games,The Weird West (BGG Family)","Alderac Entertainment Group (AEG),Five Rings Publishing Group,Pinnacle Entertainment Group,Wizards of the Coast",7.28883,608
1038,4,30,8,1,30,Tantrix,30,1991,"Morgan Andersson,Mike McManaway","Abstract Strategy,Puzzle",,Mike McManaway,,Solitaire Games,"(Unknown),Colour of Strategy, Ltd.,Family Games, Inc.,Gigamic,Grapet,Lervik Spill og Leker,Mind Games  (II),quecke-verlag,Tantrix Games Ltd.",6.37761,1473
1041,4,90,10,3,90,San Marco,90,2001,Alessandra Cimatoribus,"Medieval,Political",,"Alan R. Moon,Aaron Weissblum",,"Cities: Venice,Country: Italy",Ravensburger Spieleverlag GmbH,7.19005,3806
1042,6,45,12,3,45,Dragon's Gold,45,2001,"German Nobile,Guillaume Rohmer,Emmanuel Roudier","Card Game,Fantasy,Fighting,Negotiation",,Bruno Faidutti,,"Animals: Dragons,Blue Games Series","Bard Centrum Gier,Descartes Editeur,IDW Games,Pandasaurus Games,White Goblin Games",6.49394,2601
1043,6,60,10,2,60,Pitstop,60,2001,,Racing,,"Spartaco Albertarelli,Angelo Zucca",,Sports: Auto Racing,Editrice Giochi,6.15672,67
1044,7,90,12,1,90,Gunslinger,90,1982,"Charles Kibler,W. Scott Moores,Dale Sheaffer,Chris White (I)","American West,Fighting,Wargame",,Richard Hamblen,,"Admin: Better Description Needed!,Solitaire Games",Avalon Hill,7.06806,855
1053,6,45,12,3,45,Orbit,45,1993,Franz Vohwinkel,Abstract Strategy,,Alex Randolph,,,KOSMOS,6.37288,59
1063,8,60,13,3,60,Schraumen,60,1992,Res Brandenberger,,,Urs Hostettler,,,"F.X. Schmid,Fata Morgana Spiele",5.28889,72
1066,6,120,12,2,120,Zargos,120,1990,"C. LaCroix,Pascal Trigaux","Fantasy,Medieval,Territory Building",,"Jean-Louis Chantreau,C. LaCroix,Duccio Vitale",,,"Descartes Editeur,Eurogames,Welt der Spiele",6.27414,116
1070,8,15,6,3,15,Waldschattenspiel,15,1985,,"Children's Game,Fantasy,Party Game",,Walter Kraul,,,Kraul,6.24783,360
1071,3,30,10,2,30,Aztec,30,1995,,Abstract Strategy,,Niek Neuwahl,,3D Games,Zoch Verlag,6.515,60
1072,8,60,10,3,60,Wat'n dat!?,60,1996,Arnaud Quere,"Action / Dexterity,Party Game",,Claude Weber,Kiproko: L'extension!,,"ASS Altenburger Spielkarten,Cocktail Games,Interlude",6.67017,182
1073,6,60,8,2,60,Der Schatz der Inka,60,1987,Matthias Wittig,"Adventure,Exploration",,Edith Grein-Böttcher,,,"Educa Sallent SA,Ravensburger Spieleverlag GmbH",4.84417,197
1081,4,60,10,2,60,Die Schlacht der Dinosaurier,60,1993,,Prehistoric,,"Stephen Baker,Roger Ford",,"Animals: Dinosaurs,Das Schwarze Auge",Schmidt Spiele,6.30472,127
1082,2,20,7,2,20,Invers,20,1991,,Abstract Strategy,,Kris Burm,,,"Peri Spiele,Perner Produktions GmbH",6.00924,92
1087,6,30,8,3,30,Matschig,30,1998,"Marek Bláha,Alice Schuh",Card Game,,Valentin Herman,,,"AMIGO Spiel + Freizeit GmbH,Fanfor-Verlag,Swan Panasia Co., Ltd.",5.67024,84
1094,6,90,10,3,90,Assassin,90,1993,"Charles S. Jarboe, Jr.,Charles Kibler,Stephen Langmead",Card Game,,"Chris Bayliss,Rex A. Martin",,,Avalon Hill,3.46933,239
1095,6,30,10,2,30,Mystery on the Nile,30,1996,,"Card Game,Deduction,Memory,Murder/Mystery",,"Martin Drewes,Michael Palm",,"Country: Egypt,Rivers: Nile","Descartes Editeur,Eurogames",3.74293,75
1096,2,60,10,2,60,Four Real,60,1999,,"Party Game,Trivia",,A. Robert Moog,,,University Games,4.7451,51
1098,6,90,8,2,90,Judge Dredd,90,1982,"Brian Bolland,Ian Gibson","Comic Book / Strip,Fighting,Science Fiction",,Ian Livingstone,,"Characters: Judge Dredd,Superheroes",Games Workshop Ltd.,6.18213,418
1099,2,30,7,2,30,Down Fall,30,1970,,"Abstract Strategy,Maze,Memory",,(Uncredited),,Mensa Select,"Brio AB,Editrice Giochi,Golden,El Greco,Hasbro,MB Giochi,MB Jeux,MB Juegos,MB Spellen,MB Spiele,Milton Bradley,Western Publishing Company",5.4139,525
1101,6,20,12,3,20,Flying Carpet,20,1987,Tilman Michalski,"Arabian,Aviation / Flight,Racing",,"Kurt Feyerabend,Elke Flogaus",,Sports: Aerial Racing,"Berliner Spielkarten,Grow Jogos e Brinquedos,Otto Maier Verlag,Ravensburger Spieleverlag GmbH",5.82106,310
1105,4,30,10,2,30,Titus,30,2000,Jürgen Martens,Card Game,,Uwe Rosenberg,,,Adlung-Spiele,5.23718,78
1107,5,30,10,2,30,Nyet!,30,1997,"Biboun,Franz Vohwinkel",Card Game,Mü & Lots More,Stefan Dorra,,"Admin: Better Description Needed!,Country: Russia,Country: Soviet Union,Goldsieber à la Carte","GoKids 玩樂小子,Goldsieber Spiele,Heidelberger Spieleverlag,IELLO,Portal Games,uplay.it edizioni",6.85795,1286
1110,5,45,10,3,45,Kathai,45,2000,Jürgen Martens,Card Game,,Michael Andersch,,,Adlung-Spiele,5.76748,163
1111,10,20,12,4,20,Taboo,20,1989,"René Goscinny,Albert Uderzo","Party Game,Real-time,Word Game",,Brian Hersch,"Taboo Refill,Tabu: Deine Tabu Special-Edition","Characters: Asterix,Mensa Select,Taboo","Editions ATLAS,El Greco,Grow Jogos e Brinquedos,Hasbro,Hersch and Company,Kod Kod,MB Giochi,MB Jeux,MB Juegos,MB spel,MB Spiele,Milton Bradley,NeoTroy Games,Parker Brothers",6.28096,7302
1117,5,45,10,3,45,You're Bluffing!,45,1985,"Bernard Bittler,Josef Blaumeiser,Trevor Dunton","Animals,Bluffing,Card Game,Humor",,Rüdiger Koltze,,Ravensburger Kartenspiele,"(Self-Published),Asmodee,F.X. Schmid,Grow Jogos e Brinquedos,Nestlé,Otto Maier Verlag,Ravensburger Spieleverlag GmbH,Swan Panasia Co., Ltd.",6.62998,2826
1122,6,150,10,3,150,Dry Gulch,150,1999,,"American West,Card Game,City Building",,Alan D. Ernstein,,,Hangman Games,5.46102,59
1125,4,30,10,2,30,Big Shot,30,2001,"Atelier Wilinski,Klaus Wilinski",Economic,,Alex Randolph,,,"Grow Jogos e Brinquedos,Ravensburger Spieleverlag GmbH",6.49771,375
1126,6,60,10,2,60,Car Wars: The Card Game,60,1991,"Alex Fernandez (I),Sabrina Gonzalez,Sanford Greene,Jeff Magniat,David O. Miller,Michael Scott,Ben Williams","Card Game,Fighting,Racing,Science Fiction",,"Creede Lambard,Sharleen Lambard","Car Wars: The Card Game – Body Armor Promo Card,Car Wars: The Card Game – Out of Control Promo Card",Car Wars,Steve Jackson Games,5.44024,635
1130,5,45,14,2,45,Halali,45,1997,,"Bluffing,Fighting",,Jean du Poël,,Tube Games,Historien Spiele Galerie (Historien Spielegalerie),6.13793,87
1132,4,60,10,2,60,Top Secret,60,1985,,"Deduction,Memory",,Alex Randolph,,,"Diset S. A.,Jumbo",5.60602,133
1133,4,180,14,2,180,Organized Crime,180,1974,,"Economic,Mafia,Negotiation,Political",,James Koplow,,,"Iron Crown Enterprises,Koplow Games",5.64072,97
1136,4,120,12,1,120,Domain: The Warlock's Challenge,120,1991,Angus McBride,"Adventure,Exploration,Fantasy,Fighting",,Edward Beck,,,Hobby Products GmbH,5.40676,74
1138,8,120,12,1,120,Army of Darkness,120,1993,,"Fantasy,Fighting,Horror,Medieval,Print & Play",,"David McKenzie,Barry Nakazono",,,Leading Edge Games,5.58697,89
1140,5,60,12,2,60,Ballonrennen,60,1977,,"Aviation / Flight,Racing",,Eric Solomon,,"Balloons,Sports: Aerial Racing","Otto Maier Verlag,Ravensburger Spieleverlag GmbH",5.83495,103
1142,2,30,8,2,30,Sabotage,30,1985,,Abstract Strategy,,(Uncredited),,,"Lakeside,Piatnik,Spear's Games",5.77937,63
1143,6,180,10,2,180,Warrior Knights,180,1985,"Christos Achilleos,Philip Chidlow,Angus McBride,Duncan Wilson","Fighting,Medieval,Negotiation,Political,Territory Building",,Derek Carver,,,Games Workshop Ltd.,6.62,506
1144,6,120,10,2,120,The Warlock of Firetop Mountain,120,1986,"Charles Elliot (I),Peter Andrew Jones,Peter Jones (I),Russ Nicholson,Ugurcan Yüce","Adventure,Deduction,Exploration,Fantasy,Fighting",,Steve Jackson (II),,Witches,"Gallimard,Games Workshop Ltd.,Kirjalito,Klee,Pelito,Schmidt Spiele",5.85546,571
1145,6,300,12,1,300,City of Chaos,300,1996,"Jonathan Burton,Darrel Smith","City Building,Deduction,Exploration,Fantasy,Fighting,Murder/Mystery",,"Martyn Oliver,Colin Thornton",,,Monocle Games Ltd.,6.68654,182
1146,4,150,10,2,150,Shadowlord!,150,1983,,"Abstract Strategy,Exploration,Science Fiction",,Brad Stock,,,Parker Brothers,5.57059,343
1147,6,45,8,2,45,Outrage! Steal the Crown Jewels,45,1992,,Murder/Mystery,,(Uncredited),,,"Imperial Games (I),Jade Games",4.80654,237
1149,6,60,10,2,60,Dragon Strike,60,1993,,"Adventure,Exploration,Fantasy,Fighting,Miniatures",,Bruce Nesmith,,Animals: Dragons,"Borras Plana S.A.,TSR",6.14298,560
1150,2,60,10,2,60,Lionheart,60,1997,,"Medieval,Miniatures",,"Larry Harris, Jr.",,,"Hasbro,Parker Brothers",5.632,776
1152,4,60,12,2,60,The Mystic Wood,60,1980,Kenn Nishiuye,"Adventure,Exploration,Fantasy,Fighting,Medieval",,Terence Peter Donnelly,The Mystic Wood Extension Kit,,"Ariel,Avalon Hill,Gibsons Games",6.49461,450
1155,4,60,10,2,60,Capitol,60,2001,"Grafik Studio Krüger,Claus Stephan","Ancient,City Building",,"Alan R. Moon,Aaron Weissblum",,"Admin: Better Description Needed!,Ancient Rome",Schmidt Spiele,6.84151,1397
1156,6,180,12,1,180,Bram Stoker's Dracula: The Board Game,180,1992,,"Adventure,Horror,Movies / TV / Radio theme,Novel-based",,"David McKenzie,Barry Nakazono",,Vampires,Leading Edge Games,4.85192,52
1157,7,30,10,3,30,Save Doctor Lucky,30,2000,"Damon S. Brown,James Ernest","Bluffing,Murder/Mystery",,James Ernest,"The Doctor Lucky Ambivalence Pack,Save Doctor Lucky on Moon Base Copernicus",Doctor Lucky,"Cheapass Games,Paizo Publishing,Truant Spiele",5.87646,1026
1159,5,60,14,3,60,Evo,60,2001,"Stéphane Gantiez,Stéphane Poinsot,Cyril Saint Blancat","Animals,Prehistoric,Science Fiction",,Philippe Keyaerts,,"Animals: Dinosaurs,Evolution","Asmodee,Descartes Editeur,Eurogames,Smart Ltd",6.89611,4135
1160,6,30,10,4,30,Boom Town,30,1990,Brian Smallwood,City Building,,Ian Livingstone,,,"Legend Express,Livingstone Games",6.59133,150
1161,6,20,7,2,20,Perquackey,20,1956,,"Dice,Word Game",,"Robert E. Hollingsworth,Elbert K. Hollingsworth",,Letter cube games,"Action GT,Cardinal,Hollingsworth Bros.,Lakeside",5.97714,190
1162,4,60,10,2,60,Burp,60,1995,Uwe Sammann,"Action / Dexterity,Bluffing,Civilization,Fantasy,Prehistoric",,"Harald Bilz,Peter Gutbrod,Rainer Kroehn",,,"Heidelberger Spieleverlag,Mayfair Games",5.53884,103
1163,4,30,10,2,30,"Ciao, Ciao...",30,1997,"Tomasz Larek,Johann Rüttinger","Bluffing,Dice,Horror",,Alex Randolph,,,"Drei Hasen in der Abendsonne,Drei Magier Spiele,Foxgames (Poland),Schmidt Spiele",5.98167,402
1167,6,10,10,2,10,Flower Power,10,1998,,"Bluffing,Racing",,Oliver Igelhaut,,Flowers,Glücksritter Spiele,6.20288,52
1170,6,20,8,3,20,Trick 'r Treat,20,1998,Franz Vohwinkel,"Children's Game,Dice,Party Game",,Oliver Igelhaut,,Goldsieber à la Carte,"Goldsieber Spiele,Rio Grande Games",4.48193,176
1171,5,10,10,2,10,Picus,10,1996,"Oliver Freudenreich,Image Tap Studios","Card Game,Math,Number,Puzzle,Real-time",,Reinhard Staupe,,12 Minute Games,"AMIGO Spiel + Freizeit GmbH,Filsfils International,Gamewright,Nürnberger-Spielkarten-Verlag,Staupe Spiele",5.73523,86
1173,5,45,10,3,45,Millionenspiel,45,1982,,Dice,,Rüdiger Koltze,,,"Majora,Otto Maier Verlag,Ravensburger Spieleverlag GmbH",5.93818,77
1174,4,60,12,2,60,Minister,60,1975,"Rudi Hoffmann,Franz Vohwinkel","Dice,Political",,Rudi Hoffmann,,,"KOSMOS,Pelikan,TM Spiele",4.78707,116
1177,4,30,6,2,30,Die Ritter von der Haselnuss,30,1996,Gabriela Silveira,"Animals,Children's Game,Memory",,Klaus Teuber,,Animals: Squirrels,"999 Games,Asmodee,Goldsieber Spiele,Kaissa Chess & Games,Laser plus,Lautapelit.fi",5.98413,160
1178,4,40,8,2,30,Sphinx,40,1999,Chris Mitchell (I),"Ancient,Exploration",,Gunter Baars,,"Admin: Better Description Needed!,Country: Egypt,Ravensburger Sphinx series",Ravensburger Spieleverlag GmbH,5.42976,156
1184,4,45,8,2,45,Zug nach Westen,45,1987,Claudia-Sabine Lorenz,"Exploration,Trains",,Michael Blumöhr,,Country: USA,"Hans im Glück Verlags-GmbH,Mattel",5.13913,69
1187,2,240,13,2,240,The Fellowship of the Ring,240,1983,"Terry Amthor,Rick Britton,Leonard Cook,Gail McIntosh,Charles Peale",Fantasy,,"Coleman Charlton,Bruce Neidlinger",,Tolkien Games,Iron Crown Enterprises,6.09724,254
1188,4,45,10,2,45,Chaos Marauders,45,1987,"John Blanche,Charles Elliot (I)","Card Game,Fantasy",,Stephen Hand,,"Ogallala Series,Warhammer Fantasy Card Games",Games Workshop Ltd.,5.91756,459
1189,2,240,12,2,240,The King's War,240,1989,,"Civil War,Pike and Shot,Wargame",,Charles Vasey,,"Age of Kings,English Civil War","Clash of Arms Games,Pike and Shot Society",6.92926,81
1190,5,20,4,1,20,Continuo,20,1982,,Abstract Strategy,,Maureen Hiron,,"Continuo,Mensa Select","AMIGO Spiel + Freizeit GmbH,Casper,Early Learning Centre,Fidelity Electronics,Game Factory,Hiron Games,Peliko,Samuel Ward Co.,Schmidt Spiele,Spear's Games,Stragoo Games,U.S. Games Systems, Inc.",5.27819,353
1192,4,20,8,2,20,Nanuuk!,20,1998,Christof Tisch,,,Günter Cornett,,,Bambus Spieleverlag,5.71646,82
1193,6,90,10,3,90,The Bottom Line,90,1985,Marek Mann,"Economic,Negotiation",,A. Trevor Pepperell,,,"Maruca Industries,Silver Bear Marketing Ltd.",5.36393,61
1194,6,120,12,2,120,Speed Circuit,120,1971,,"Racing,Sports",,"Thomas M. Divoll,John B. Reilly","Speed Circuit Accessory Pack 1,Speed Circuit Accessory Pack 2,Speed Circuit Accessory Pack 3,Speed Circuit Accessory Pack 4,Speed Circuit Tournament Tracks,Speed Circuit Turnier Kurs,Speed Circuit: British Grand Prix,Speed Circuit: Detroit Grand Prix,Speed Circuit: Grand Prix de Belgique,Speed Circuit: Grand Prix de France,Speed Circuit: South African Grand Prix","3M Sports Games,Sports: Auto Racing","3M,Avalon Hill,Klee,Sports Illustrated",6.87059,990
1197,3,10,7,2,10,Blink,10,1995,"John Kovalic,Ariel Laden,Jürgen Martens","Action / Dexterity,Card Game,Children's Game,Real-time",,Reinhard Staupe,,Shedding Games,"Adlung-Spiele,Cactus Game Design,FoxMind,Imagination Games,Mattel,Out of the Box Publishing",5.94231,1557
1198,20,30,6,1,30,SET,30,1988,"John Langdon,Franz Vohwinkel","Card Game,Puzzle,Real-time",,Marsha J. Falco,,"Mensa Select,Ravensburger Kartenspiele,Set! games,Solitaire Games","999 Games,AMIGO Spiel + Freizeit GmbH,Brain Games,Compaya.hu - Gamer Café Kft.,Copag - Cia. Paulista de Artes Gráficas,Devir,F.X. Schmid,G3,Gigamic,HomoLudicus,Kaissa Chess & Games,Lifestyle Boardgames Ltd,Nordic Games GmbH,Ravensburger Spieleverlag GmbH,Set Enterprises, Inc.",6.48622,7879
